abnormal pos: x = 0, y = 0, cpnt = 0, average =  85.00
abnormal pos: x = 412, y = 4, cpnt = 2, average =  36.20
abnormal pos: x = 413, y = 4, cpnt = 2, average =  36.30
abnormal pos: x = 414, y = 4, cpnt = 2, average =  37.20
abnormal pos: x = 415, y = 4, cpnt = 0, average =  31.90
abnormal pos: x = 415, y = 4, cpnt = 1, average =  30.40
abnormal pos: x = 415, y = 4, cpnt = 2, average =  40.20
abnormal pos: x = 416, y = 4, cpnt = 0, average =  30.60
abnormal pos: x = 416, y = 4, cpnt = 1, average =  30.40
abnormal pos: x = 416, y = 4, cpnt = 2, average =  37.30
abnormal pos: x = 417, y = 4, cpnt = 2, average =  31.50
abnormal pos: x = 418, y = 4, cpnt = 2, average =  31.10
abnormal pos: x = 0, y = 5, cpnt = 0, average =  53.00
abnormal pos: x = 0, y = 5, cpnt = 1, average =  39.00
abnormal pos: x = 1, y = 5, cpnt = 0, average =  50.50
abnormal pos: x = 1, y = 5, cpnt = 1, average =  37.00
abnormal pos: x = 2, y = 5, cpnt = 0, average =  42.67
abnormal pos: x = 2, y = 5, cpnt = 1, average =  36.33
abnormal pos: x = 3, y = 5, cpnt = 0, average =  38.75
abnormal pos: x = 3, y = 5, cpnt = 1, average =  36.00
abnormal pos: x = 4, y = 5, cpnt = 0, average =  35.00
abnormal pos: x = 4, y = 5, cpnt = 1, average =  31.20
abnormal pos: x = 5, y = 5, cpnt = 0, average =  30.83
abnormal pos: x = 6, y = 5, cpnt = 0, average =  30.29
abnormal pos: x = 14, y = 5, cpnt = 2, average =  33.90
abnormal pos: x = 15, y = 5, cpnt = 2, average =  33.90
abnormal pos: x = 16, y = 5, cpnt = 2, average =  36.00
abnormal pos: x = 17, y = 5, cpnt = 2, average =  37.40
abnormal pos: x = 18, y = 5, cpnt = 2, average =  36.40
abnormal pos: x = 19, y = 5, cpnt = 2, average =  37.50
abnormal pos: x = 20, y = 5, cpnt = 2, average =  32.80
abnormal pos: x = 21, y = 5, cpnt = 2, average =  35.50
abnormal pos: x = 22, y = 5, cpnt = 2, average =  33.20
abnormal pos: x = 54, y = 5, cpnt = 2, average =  32.10
abnormal pos: x = 57, y = 5, cpnt = 2, average =  30.10
abnormal pos: x = 84, y = 5, cpnt = 2, average =  31.40
abnormal pos: x = 86, y = 5, cpnt = 1, average =  31.80
abnormal pos: x = 86, y = 5, cpnt = 2, average =  30.70
abnormal pos: x = 87, y = 5, cpnt = 1, average =  33.50
abnormal pos: x = 88, y = 5, cpnt = 1, average =  30.40
abnormal pos: x = 89, y = 5, cpnt = 1, average =  31.30
abnormal pos: x = 90, y = 5, cpnt = 1, average =  31.10
abnormal pos: x = 91, y = 5, cpnt = 1, average =  32.10
abnormal pos: x = 113, y = 5, cpnt = 2, average =  31.70
abnormal pos: x = 114, y = 5, cpnt = 2, average =  30.80
abnormal pos: x = 118, y = 5, cpnt = 0, average =  31.20
abnormal pos: x = 118, y = 5, cpnt = 2, average =  30.70
abnormal pos: x = 119, y = 5, cpnt = 0, average =  31.50
abnormal pos: x = 119, y = 5, cpnt = 2, average =  34.40
abnormal pos: x = 120, y = 5, cpnt = 0, average =  34.80
abnormal pos: x = 120, y = 5, cpnt = 1, average =  30.90
abnormal pos: x = 120, y = 5, cpnt = 2, average =  38.00
abnormal pos: x = 121, y = 5, cpnt = 0, average =  32.40
abnormal pos: x = 121, y = 5, cpnt = 1, average =  31.40
abnormal pos: x = 121, y = 5, cpnt = 2, average =  35.10
abnormal pos: x = 123, y = 5, cpnt = 1, average =  31.20
abnormal pos: x = 123, y = 5, cpnt = 2, average =  30.20
abnormal pos: x = 124, y = 5, cpnt = 2, average =  30.90
abnormal pos: x = 125, y = 5, cpnt = 2, average =  32.60
abnormal pos: x = 156, y = 5, cpnt = 2, average =  30.50
abnormal pos: x = 157, y = 5, cpnt = 1, average =  30.50
abnormal pos: x = 157, y = 5, cpnt = 2, average =  32.10
abnormal pos: x = 158, y = 5, cpnt = 1, average =  32.60
abnormal pos: x = 158, y = 5, cpnt = 2, average =  33.90
abnormal pos: x = 159, y = 5, cpnt = 1, average =  31.30
abnormal pos: x = 159, y = 5, cpnt = 2, average =  31.00
abnormal pos: x = 160, y = 5, cpnt = 1, average =  32.40
abnormal pos: x = 160, y = 5, cpnt = 2, average =  31.90
abnormal pos: x = 166, y = 5, cpnt = 1, average =  31.20
abnormal pos: x = 229, y = 5, cpnt = 1, average =  30.40
abnormal pos: x = 230, y = 5, cpnt = 0, average =  30.30
abnormal pos: x = 230, y = 5, cpnt = 1, average =  33.90
abnormal pos: x = 231, y = 5, cpnt = 0, average =  30.70
abnormal pos: x = 231, y = 5, cpnt = 1, average =  31.70
abnormal pos: x = 256, y = 5, cpnt = 0, average =  30.50
abnormal pos: x = 271, y = 5, cpnt = 0, average =  30.80
abnormal pos: x = 272, y = 5, cpnt = 0, average =  30.20
abnormal pos: x = 272, y = 5, cpnt = 1, average =  30.40
abnormal pos: x = 312, y = 5, cpnt = 1, average =  31.10
abnormal pos: x = 402, y = 5, cpnt = 1, average =  30.10
abnormal pos: x = 402, y = 5, cpnt = 2, average =  33.60
abnormal pos: x = 403, y = 5, cpnt = 1, average =  30.40
abnormal pos: x = 403, y = 5, cpnt = 2, average =  33.10
abnormal pos: x = 404, y = 5, cpnt = 2, average =  31.50
abnormal pos: x = 405, y = 5, cpnt = 2, average =  31.40
abnormal pos: x = 406, y = 5, cpnt = 2, average =  31.90
abnormal pos: x = 421, y = 5, cpnt = 0, average =  31.50
abnormal pos: x = 422, y = 5, cpnt = 0, average =  33.90
abnormal pos: x = 423, y = 5, cpnt = 0, average =  33.90
abnormal pos: x = 424, y = 5, cpnt = 0, average =  35.50
abnormal pos: x = 425, y = 5, cpnt = 0, average =  32.50
abnormal pos: x = 427, y = 5, cpnt = 0, average =  30.80
abnormal pos: x = 489, y = 5, cpnt = 0, average =  30.50
abnormal pos: x = 491, y = 5, cpnt = 0, average =  30.80
abnormal pos: x = 492, y = 5, cpnt = 0, average =  30.50
abnormal pos: x = 493, y = 5, cpnt = 1, average =  31.00
abnormal pos: x = 0, y = 6, cpnt = 2, average =  58.00
abnormal pos: x = 2, y = 6, cpnt = 0, average =  33.00
abnormal pos: x = 2, y = 6, cpnt = 2, average =  34.00
abnormal pos: x = 18, y = 6, cpnt = 2, average =  30.60
abnormal pos: x = 20, y = 6, cpnt = 2, average =  30.20
abnormal pos: x = 72, y = 6, cpnt = 1, average =  30.40
abnormal pos: x = 73, y = 6, cpnt = 1, average =  30.20
abnormal pos: x = 74, y = 6, cpnt = 1, average =  30.40
abnormal pos: x = 82, y = 6, cpnt = 2, average =  30.40
abnormal pos: x = 84, y = 6, cpnt = 0, average =  30.60
abnormal pos: x = 84, y = 6, cpnt = 1, average =  30.70
abnormal pos: x = 90, y = 6, cpnt = 0, average =  30.10
abnormal pos: x = 278, y = 6, cpnt = 0, average =  30.50
abnormal pos: x = 283, y = 6, cpnt = 0, average =  33.90
abnormal pos: x = 284, y = 6, cpnt = 0, average =  34.60
abnormal pos: x = 284, y = 6, cpnt = 1, average =  30.30
abnormal pos: x = 285, y = 6, cpnt = 0, average =  32.40
abnormal pos: x = 311, y = 6, cpnt = 2, average =  33.40
abnormal pos: x = 312, y = 6, cpnt = 2, average =  31.80
abnormal pos: x = 313, y = 6, cpnt = 2, average =  35.80
abnormal pos: x = 314, y = 6, cpnt = 2, average =  33.10
abnormal pos: x = 315, y = 6, cpnt = 2, average =  34.40
abnormal pos: x = 316, y = 6, cpnt = 2, average =  31.80
abnormal pos: x = 349, y = 6, cpnt = 0, average =  30.30
abnormal pos: x = 350, y = 6, cpnt = 0, average =  31.40
abnormal pos: x = 351, y = 6, cpnt = 0, average =  31.50
abnormal pos: x = 351, y = 6, cpnt = 2, average =  30.60
abnormal pos: x = 352, y = 6, cpnt = 0, average =  31.30
abnormal pos: x = 352, y = 6, cpnt = 1, average =  30.90
abnormal pos: x = 352, y = 6, cpnt = 2, average =  33.50
abnormal pos: x = 353, y = 6, cpnt = 2, average =  31.80
abnormal pos: x = 354, y = 6, cpnt = 1, average =  34.10
abnormal pos: x = 354, y = 6, cpnt = 2, average =  35.40
abnormal pos: x = 355, y = 6, cpnt = 1, average =  36.00
abnormal pos: x = 355, y = 6, cpnt = 2, average =  35.50
abnormal pos: x = 356, y = 6, cpnt = 1, average =  31.10
abnormal pos: x = 356, y = 6, cpnt = 2, average =  32.10
abnormal pos: x = 357, y = 6, cpnt = 1, average =  31.40
abnormal pos: x = 357, y = 6, cpnt = 2, average =  33.80
abnormal pos: x = 413, y = 6, cpnt = 2, average =  30.10
abnormal pos: x = 423, y = 6, cpnt = 2, average =  31.60
abnormal pos: x = 424, y = 6, cpnt = 0, average =  31.60
abnormal pos: x = 424, y = 6, cpnt = 2, average =  36.20
abnormal pos: x = 425, y = 6, cpnt = 0, average =  30.10
abnormal pos: x = 425, y = 6, cpnt = 2, average =  37.90
abnormal pos: x = 426, y = 6, cpnt = 2, average =  35.40
abnormal pos: x = 427, y = 6, cpnt = 2, average =  34.60
abnormal pos: x = 428, y = 6, cpnt = 2, average =  33.80
abnormal pos: x = 429, y = 6, cpnt = 2, average =  31.50
abnormal pos: x = 430, y = 6, cpnt = 2, average =  32.10
abnormal pos: x = 441, y = 6, cpnt = 0, average =  32.70
abnormal pos: x = 441, y = 6, cpnt = 2, average =  31.70
abnormal pos: x = 442, y = 6, cpnt = 0, average =  31.10
abnormal pos: x = 442, y = 6, cpnt = 2, average =  31.30
abnormal pos: x = 443, y = 6, cpnt = 0, average =  33.20
abnormal pos: x = 443, y = 6, cpnt = 2, average =  33.60
abnormal pos: x = 444, y = 6, cpnt = 0, average =  32.30
abnormal pos: x = 444, y = 6, cpnt = 2, average =  32.80
abnormal pos: x = 445, y = 6, cpnt = 0, average =  33.80
abnormal pos: x = 445, y = 6, cpnt = 2, average =  31.10
abnormal pos: x = 446, y = 6, cpnt = 0, average =  32.20
abnormal pos: x = 446, y = 6, cpnt = 1, average =  30.90
abnormal pos: x = 500, y = 6, cpnt = 1, average =  30.30
abnormal pos: x = 553, y = 6, cpnt = 2, average =  31.50
abnormal pos: x = 554, y = 6, cpnt = 1, average =  31.50
abnormal pos: x = 555, y = 6, cpnt = 1, average =  32.40
abnormal pos: x = 556, y = 6, cpnt = 1, average =  32.40
abnormal pos: x = 557, y = 6, cpnt = 1, average =  31.70
abnormal pos: x = 558, y = 6, cpnt = 2, average =  31.50
abnormal pos: x = 559, y = 6, cpnt = 2, average =  30.60
abnormal pos: x = 560, y = 6, cpnt = 2, average =  33.70
abnormal pos: x = 561, y = 6, cpnt = 2, average =  30.50
abnormal pos: x = 565, y = 6, cpnt = 2, average =  30.30
abnormal pos: x = 0, y = 7, cpnt = 2, average =  55.00
abnormal pos: x = 1, y = 7, cpnt = 0, average =  35.50
abnormal pos: x = 1, y = 7, cpnt = 2, average =  38.00
abnormal pos: x = 2, y = 7, cpnt = 1, average =  31.33
abnormal pos: x = 2, y = 7, cpnt = 2, average =  31.67
abnormal pos: x = 4, y = 7, cpnt = 2, average =  30.20
abnormal pos: x = 5, y = 7, cpnt = 2, average =  32.00
abnormal pos: x = 6, y = 7, cpnt = 2, average =  31.00
abnormal pos: x = 95, y = 7, cpnt = 2, average =  31.20
abnormal pos: x = 109, y = 7, cpnt = 0, average =  30.40
abnormal pos: x = 109, y = 7, cpnt = 1, average =  31.20
abnormal pos: x = 109, y = 7, cpnt = 2, average =  33.40
abnormal pos: x = 282, y = 7, cpnt = 2, average =  31.30
abnormal pos: x = 283, y = 7, cpnt = 2, average =  34.70
abnormal pos: x = 284, y = 7, cpnt = 2, average =  35.30
abnormal pos: x = 285, y = 7, cpnt = 2, average =  38.20
abnormal pos: x = 286, y = 7, cpnt = 2, average =  33.40
abnormal pos: x = 362, y = 7, cpnt = 0, average =  30.10
abnormal pos: x = 413, y = 7, cpnt = 0, average =  31.10
abnormal pos: x = 460, y = 7, cpnt = 0, average =  31.50
abnormal pos: x = 460, y = 7, cpnt = 1, average =  32.00
abnormal pos: x = 461, y = 7, cpnt = 0, average =  31.80
abnormal pos: x = 461, y = 7, cpnt = 1, average =  34.00
abnormal pos: x = 462, y = 7, cpnt = 0, average =  35.40
abnormal pos: x = 462, y = 7, cpnt = 1, average =  36.30
abnormal pos: x = 463, y = 7, cpnt = 0, average =  36.10
abnormal pos: x = 463, y = 7, cpnt = 1, average =  34.60
abnormal pos: x = 464, y = 7, cpnt = 0, average =  33.40
abnormal pos: x = 464, y = 7, cpnt = 1, average =  31.00
abnormal pos: x = 465, y = 7, cpnt = 0, average =  31.60
abnormal pos: x = 482, y = 7, cpnt = 0, average =  31.10
abnormal pos: x = 482, y = 7, cpnt = 1, average =  31.00
abnormal pos: x = 485, y = 7, cpnt = 0, average =  31.70
abnormal pos: x = 486, y = 7, cpnt = 0, average =  32.50
abnormal pos: x = 487, y = 7, cpnt = 0, average =  31.10
abnormal pos: x = 546, y = 7, cpnt = 2, average =  31.10
abnormal pos: x = 547, y = 7, cpnt = 2, average =  33.70
abnormal pos: x = 548, y = 7, cpnt = 2, average =  34.50
abnormal pos: x = 549, y = 7, cpnt = 2, average =  31.20
abnormal pos: x = 550, y = 7, cpnt = 2, average =  33.30
abnormal pos: x = 551, y = 7, cpnt = 2, average =  37.60
abnormal pos: x = 552, y = 7, cpnt = 2, average =  39.60
abnormal pos: x = 553, y = 7, cpnt = 2, average =  36.40
abnormal pos: x = 554, y = 7, cpnt = 2, average =  32.90
abnormal pos: x = 0, y = 8, cpnt = 0, average =  34.00
abnormal pos: x = 0, y = 8, cpnt = 1, average =  36.00
abnormal pos: x = 6, y = 8, cpnt = 0, average =  31.71
abnormal pos: x = 6, y = 8, cpnt = 2, average =  30.86
abnormal pos: x = 20, y = 8, cpnt = 0, average =  30.50
abnormal pos: x = 79, y = 8, cpnt = 1, average =  30.60
abnormal pos: x = 80, y = 8, cpnt = 1, average =  30.20
abnormal pos: x = 81, y = 8, cpnt = 1, average =  30.90
abnormal pos: x = 82, y = 8, cpnt = 1, average =  32.30
abnormal pos: x = 83, y = 8, cpnt = 1, average =  32.90
abnormal pos: x = 126, y = 8, cpnt = 1, average =  31.40
abnormal pos: x = 126, y = 8, cpnt = 2, average =  33.00
abnormal pos: x = 127, y = 8, cpnt = 0, average =  30.50
abnormal pos: x = 127, y = 8, cpnt = 1, average =  36.00
abnormal pos: x = 127, y = 8, cpnt = 2, average =  38.90
abnormal pos: x = 128, y = 8, cpnt = 0, average =  35.30
abnormal pos: x = 128, y = 8, cpnt = 1, average =  42.30
abnormal pos: x = 128, y = 8, cpnt = 2, average =  48.50
abnormal pos: x = 129, y = 8, cpnt = 0, average =  33.40
abnormal pos: x = 129, y = 8, cpnt = 1, average =  41.10
abnormal pos: x = 129, y = 8, cpnt = 2, average =  43.20
abnormal pos: x = 130, y = 8, cpnt = 0, average =  33.10
abnormal pos: x = 130, y = 8, cpnt = 1, average =  40.70
abnormal pos: x = 130, y = 8, cpnt = 2, average =  40.50
abnormal pos: x = 131, y = 8, cpnt = 0, average =  35.20
abnormal pos: x = 131, y = 8, cpnt = 1, average =  42.30
abnormal pos: x = 131, y = 8, cpnt = 2, average =  42.20
abnormal pos: x = 132, y = 8, cpnt = 0, average =  32.10
abnormal pos: x = 132, y = 8, cpnt = 1, average =  40.80
abnormal pos: x = 132, y = 8, cpnt = 2, average =  40.10
abnormal pos: x = 133, y = 8, cpnt = 0, average =  31.90
abnormal pos: x = 133, y = 8, cpnt = 1, average =  36.40
abnormal pos: x = 133, y = 8, cpnt = 2, average =  37.60
abnormal pos: x = 134, y = 8, cpnt = 0, average =  30.60
abnormal pos: x = 134, y = 8, cpnt = 1, average =  34.80
abnormal pos: x = 134, y = 8, cpnt = 2, average =  32.00
abnormal pos: x = 135, y = 8, cpnt = 1, average =  31.30
abnormal pos: x = 135, y = 8, cpnt = 2, average =  31.10
abnormal pos: x = 286, y = 8, cpnt = 2, average =  32.10
abnormal pos: x = 287, y = 8, cpnt = 2, average =  31.90
abnormal pos: x = 291, y = 8, cpnt = 2, average =  31.60
abnormal pos: x = 292, y = 8, cpnt = 2, average =  33.10
abnormal pos: x = 293, y = 8, cpnt = 2, average =  32.30
abnormal pos: x = 294, y = 8, cpnt = 2, average =  31.00
abnormal pos: x = 297, y = 8, cpnt = 2, average =  30.30
abnormal pos: x = 313, y = 8, cpnt = 1, average =  30.40
abnormal pos: x = 316, y = 8, cpnt = 1, average =  31.70
abnormal pos: x = 387, y = 8, cpnt = 0, average =  30.30
abnormal pos: x = 397, y = 8, cpnt = 2, average =  30.50
abnormal pos: x = 398, y = 8, cpnt = 2, average =  33.50
abnormal pos: x = 399, y = 8, cpnt = 2, average =  33.00
abnormal pos: x = 400, y = 8, cpnt = 2, average =  34.00
abnormal pos: x = 401, y = 8, cpnt = 2, average =  30.60
abnormal pos: x = 463, y = 8, cpnt = 1, average =  30.20
abnormal pos: x = 0, y = 9, cpnt = 0, average =  35.00
abnormal pos: x = 12, y = 9, cpnt = 1, average =  30.20
abnormal pos: x = 47, y = 9, cpnt = 0, average =  33.30
abnormal pos: x = 47, y = 9, cpnt = 2, average =  30.40
abnormal pos: x = 49, y = 9, cpnt = 0, average =  31.90
abnormal pos: x = 49, y = 9, cpnt = 2, average =  31.60
abnormal pos: x = 50, y = 9, cpnt = 0, average =  34.30
abnormal pos: x = 50, y = 9, cpnt = 2, average =  32.70
abnormal pos: x = 51, y = 9, cpnt = 0, average =  37.50
abnormal pos: x = 51, y = 9, cpnt = 2, average =  33.90
abnormal pos: x = 52, y = 9, cpnt = 0, average =  35.10
abnormal pos: x = 52, y = 9, cpnt = 2, average =  33.10
abnormal pos: x = 53, y = 9, cpnt = 0, average =  31.00
abnormal pos: x = 54, y = 9, cpnt = 0, average =  35.10
abnormal pos: x = 54, y = 9, cpnt = 2, average =  33.30
abnormal pos: x = 55, y = 9, cpnt = 0, average =  33.00
abnormal pos: x = 57, y = 9, cpnt = 0, average =  31.90
abnormal pos: x = 57, y = 9, cpnt = 2, average =  31.10
abnormal pos: x = 77, y = 9, cpnt = 0, average =  34.60
abnormal pos: x = 77, y = 9, cpnt = 2, average =  32.00
abnormal pos: x = 78, y = 9, cpnt = 0, average =  34.60
abnormal pos: x = 78, y = 9, cpnt = 2, average =  32.70
abnormal pos: x = 79, y = 9, cpnt = 0, average =  35.70
abnormal pos: x = 79, y = 9, cpnt = 2, average =  31.10
abnormal pos: x = 80, y = 9, cpnt = 0, average =  30.80
abnormal pos: x = 135, y = 9, cpnt = 0, average =  31.60
abnormal pos: x = 136, y = 9, cpnt = 0, average =  30.90
abnormal pos: x = 136, y = 9, cpnt = 1, average =  31.10
abnormal pos: x = 138, y = 9, cpnt = 1, average =  30.50
abnormal pos: x = 139, y = 9, cpnt = 1, average =  30.70
abnormal pos: x = 140, y = 9, cpnt = 1, average =  30.90
abnormal pos: x = 141, y = 9, cpnt = 1, average =  35.50
abnormal pos: x = 142, y = 9, cpnt = 1, average =  30.30
abnormal pos: x = 201, y = 9, cpnt = 1, average =  30.50
abnormal pos: x = 222, y = 9, cpnt = 1, average =  30.90
abnormal pos: x = 269, y = 9, cpnt = 2, average =  30.20
abnormal pos: x = 270, y = 9, cpnt = 2, average =  31.80
abnormal pos: x = 272, y = 9, cpnt = 0, average =  32.80
abnormal pos: x = 272, y = 9, cpnt = 1, average =  32.30
abnormal pos: x = 272, y = 9, cpnt = 2, average =  34.70
abnormal pos: x = 273, y = 9, cpnt = 0, average =  33.80
abnormal pos: x = 273, y = 9, cpnt = 1, average =  33.10
abnormal pos: x = 273, y = 9, cpnt = 2, average =  35.80
abnormal pos: x = 274, y = 9, cpnt = 0, average =  31.50
abnormal pos: x = 274, y = 9, cpnt = 2, average =  31.60
abnormal pos: x = 275, y = 9, cpnt = 0, average =  31.10
abnormal pos: x = 275, y = 9, cpnt = 2, average =  30.40
abnormal pos: x = 295, y = 9, cpnt = 0, average =  30.30
abnormal pos: x = 295, y = 9, cpnt = 2, average =  32.30
abnormal pos: x = 297, y = 9, cpnt = 2, average =  30.60
abnormal pos: x = 331, y = 9, cpnt = 0, average =  33.30
abnormal pos: x = 332, y = 9, cpnt = 0, average =  34.70
abnormal pos: x = 333, y = 9, cpnt = 0, average =  40.80
abnormal pos: x = 333, y = 9, cpnt = 1, average =  32.00
abnormal pos: x = 333, y = 9, cpnt = 2, average =  33.00
abnormal pos: x = 334, y = 9, cpnt = 0, average =  34.10
abnormal pos: x = 335, y = 9, cpnt = 0, average =  33.10
abnormal pos: x = 336, y = 9, cpnt = 0, average =  35.00
abnormal pos: x = 337, y = 9, cpnt = 0, average =  35.60
abnormal pos: x = 338, y = 9, cpnt = 0, average =  34.70
abnormal pos: x = 339, y = 9, cpnt = 0, average =  37.10
abnormal pos: x = 340, y = 9, cpnt = 0, average =  32.10
abnormal pos: x = 341, y = 9, cpnt = 0, average =  35.30
abnormal pos: x = 342, y = 9, cpnt = 0, average =  31.80
abnormal pos: x = 343, y = 9, cpnt = 0, average =  31.80
abnormal pos: x = 344, y = 9, cpnt = 0, average =  33.80
abnormal pos: x = 344, y = 9, cpnt = 1, average =  30.80
abnormal pos: x = 344, y = 9, cpnt = 2, average =  33.40
abnormal pos: x = 345, y = 9, cpnt = 0, average =  33.80
abnormal pos: x = 345, y = 9, cpnt = 2, average =  35.80
abnormal pos: x = 346, y = 9, cpnt = 0, average =  34.50
abnormal pos: x = 346, y = 9, cpnt = 2, average =  35.20
abnormal pos: x = 347, y = 9, cpnt = 0, average =  33.20
abnormal pos: x = 347, y = 9, cpnt = 2, average =  36.90
abnormal pos: x = 348, y = 9, cpnt = 2, average =  34.50
abnormal pos: x = 349, y = 9, cpnt = 2, average =  33.30
abnormal pos: x = 421, y = 9, cpnt = 0, average =  31.20
abnormal pos: x = 421, y = 9, cpnt = 1, average =  31.10
abnormal pos: x = 422, y = 9, cpnt = 0, average =  30.50
abnormal pos: x = 422, y = 9, cpnt = 1, average =  31.40
abnormal pos: x = 423, y = 9, cpnt = 1, average =  31.60
abnormal pos: x = 424, y = 9, cpnt = 0, average =  31.30
abnormal pos: x = 424, y = 9, cpnt = 1, average =  31.10
abnormal pos: x = 431, y = 9, cpnt = 1, average =  30.90
abnormal pos: x = 432, y = 9, cpnt = 1, average =  30.40
abnormal pos: x = 433, y = 9, cpnt = 1, average =  30.60
abnormal pos: x = 434, y = 9, cpnt = 1, average =  31.00
abnormal pos: x = 435, y = 9, cpnt = 0, average =  31.60
abnormal pos: x = 435, y = 9, cpnt = 1, average =  33.20
abnormal pos: x = 435, y = 9, cpnt = 2, average =  31.20
abnormal pos: x = 436, y = 9, cpnt = 0, average =  31.20
abnormal pos: x = 436, y = 9, cpnt = 1, average =  32.80
abnormal pos: x = 436, y = 9, cpnt = 2, average =  31.10
abnormal pos: x = 437, y = 9, cpnt = 0, average =  30.70
